,county,state,population,male,female,median_age,region,female_percentage,cases,deaths,population_size,death_size,case_size
1702,Vermilion,Illinois,78407,38967,39440,40.3,Midwest,50.30163123190532,19032,247,small population,low deaths,low cases
1703,Vermillion,Indiana,15560,7809,7751,43.1,Midwest,49.81362467866324,4907,82,small population,low deaths,low cases
1704,Vernon,Louisiana,51007,27126,23881,30.1,South,46.81906405003235,7636,118,small population,low deaths,low cases
1705,Victoria,Texas,91970,44999,46971,35.7,South,51.072088724584106,23161,427,small population,low deaths,low cases
1706,Vigo,Indiana,107693,54705,52988,36.2,Midwest,49.20282655325787,35028,453,small population,low deaths,low cases
1707,Vilas,Wisconsin,21593,10931,10662,54.1,Midwest,49.3771129532719,6483,108,small population,low deaths,low cases
1708,Vinton,Ohio,13111,6584,6527,42.2,Midwest,49.78262527648539,3677,59,small population,low deaths,low cases
1709,Virginia Beach,Virginia,450135,221285,228850,35.9,South,50.84030346451621,115360,946,small population,low deaths,medium cases
1710,Volusia,Florida,527634,257275,270359,46.5,South,51.23987461005166,150053,2299,small population,medium deaths,medium cases
1711,Wabash,Illinois,11573,5666,5907,43.6,Midwest,51.04121662490279,10403,172,small population,low deaths,low cases
1712,Wabasha,Minnesota,21500,10779,10721,45.2,Midwest,49.86511627906977,6650,19,small population,low deaths,low cases
1713,Wabaunsee,Kansas,6888,3497,3391,43.8,Midwest,49.23054587688734,1987,24,small population,low deaths,low cases
1714,Wadena,Minnesota,13646,6727,6919,41.5,Midwest,50.70350285798037,5197,67,small population,low deaths,low cases
1715,Wagoner,Oklahoma,77850,38525,39325,38.7,South,50.513808606294155,26909,302,small population,low deaths,low cases
1716,Wahkiakum,Washington,4189,2000,2189,54.3,West,52.25590833134399,640,11,small population,low deaths,low cases
1717,Wake,North Carolina,1046558,508866,537692,36.0,South,51.37718119779314,390413,1306,medium population,medium deaths,medium cases
1718,Wakulla,Florida,31877,17490,14387,40.7,South,45.13285440913511,12102,142,small population,low deaths,low cases
1719,Waldo,Maine,39418,19347,20071,46.2,Northeast,50.9183621695672,8019,79,small population,low deaths,low cases
1720,Walker,Alabama,64493,31506,32987,42.4,South,51.14818662490502,22440,216,small population,low deaths,low cases
1721,Walla Walla,Washington,60236,30830,29406,37.1,West,48.81798260176639,18983,176,small population,low deaths,low cases
1722,Wallace,Kansas,1575,790,785,43.1,Midwest,49.84126984126984,487,8,small population,low deaths,low cases
1723,Waller,Texas,49987,24869,25118,29.0,South,50.24906475683678,11609,111,small population,low deaths,low cases
1724,Wallowa,Oregon,6924,3402,3522,52.6,West,50.86655112651647,1566,23,small population,low deaths,low cases
1725,Walsh,North Dakota,10802,5543,5259,44.4,Midwest,48.68542862432883,4068,34,small population,low deaths,low cases
1726,Walthall,Mississippi,14601,7108,7493,39.9,South,51.31840284911993,4661,83,small population,low deaths,low cases
1727,Walton,Florida,65858,33317,32541,43.7,South,49.410853654833126,26558,479,small population,low deaths,low cases
1728,Walworth,South Dakota,5510,2726,2784,43.0,Midwest,50.526315789473685,33226,307,small population,low deaths,low cases
1729,Wapello,Iowa,35315,17403,17912,39.3,Midwest,50.720656944641085,10413,222,small population,low deaths,low cases
1730,Ward,North Dakota,69034,35881,33153,31.4,Midwest,48.024162007126925,3311,50,small population,low deaths,low cases
1731,Ware,Georgia,35599,17753,17846,38.4,South,50.130621646675465,11368,304,small population,low deaths,low cases
1732,Warren,Georgia,5346,2475,2871,45.2,South,53.70370370370371,11448,185,small population,low deaths,low cases
1733,Warrick,Indiana,61928,30409,31519,40.9,Midwest,50.89620204107996,24794,261,small population,low deaths,low cases
1734,Wasatch,Utah,30523,15544,14979,33.4,West,49.074468433640206,12181,38,small population,low deaths,low cases
1735,Wasco,Oregon,25866,12918,12948,40.9,West,50.05799118533982,6686,77,small population,low deaths,low cases
1736,Waseca,Minnesota,18809,9000,9809,40.2,Midwest,52.15056621829975,6351,45,small population,low deaths,low cases
1737,Washakie,Wyoming,8129,4137,3992,43.5,West,49.10813138147373,2749,50,small population,low deaths,low cases
1738,Washburn,Wisconsin,15689,7771,7918,50.7,Midwest,50.468481101408635,5016,52,small population,low deaths,low cases
1739,Washington,Alabama,16643,8420,8223,43.6,South,49.40815958661299,46660,368,small population,low deaths,low cases
1740,Washita,Oklahoma,11432,5740,5692,38.9,South,49.79006298110567,3268,59,small population,low deaths,low cases
1741,Washoe,Nevada,450486,226751,223735,38.1,West,49.665250418436976,127835,1306,small population,medium deaths,medium cases
1742,Washtenaw,Michigan,365961,181376,184585,33.4,Midwest,50.43843469659335,109067,640,small population,low deaths,medium cases
1743,Watauga,North Carolina,54117,27145,26972,31.2,South,49.84016113236137,15041,78,small population,low deaths,low cases
1744,Watonwan,Minnesota,10973,5408,5565,40.9,Midwest,50.71539232661989,3434,26,small population,low deaths,low cases
1745,Waukesha,Wisconsin,398879,196103,202776,43.2,Midwest,50.836469204946866,139302,1239,small population,medium deaths,medium cases
1746,Waupaca,Wisconsin,51444,26297,25147,45.4,Midwest,48.88227976051629,16299,265,small population,low deaths,low cases
1747,Waushara,Wisconsin,24116,12641,11475,49.0,Midwest,47.58251783048598,7640,94,small population,low deaths,low cases
1748,Wayne,Georgia,29767,15051,14716,38.2,South,49.43729633486747,11678,148,small population,low deaths,low cases
1749,Waynesboro,Virginia,21926,10660,11266,39.4,South,51.38192100702362,7520,86,small population,low deaths,low cases
1750,Weakley,Tennessee,33626,16541,17085,38.4,South,50.80889787664308,11817,179,small population,low deaths,low cases
1751,Webb,Texas,272053,132906,139147,28.6,South,51.14701914700445,111458,1080,small population,medium deaths,medium cases
1752,Weber,Utah,247731,124402,123329,32.5,West,49.78343445107799,0,0,small population,low deaths,low cases
1753,Webster,Georgia,2613,1254,1359,45.0,South,52.00918484500574,2847,38,small population,low deaths,low cases
1754,Weld,Colorado,295123,148627,146496,34.3,West,49.63896409293752,105756,776,small population,low deaths,medium cases
1755,Wells,Indiana,27947,13773,14174,39.8,Midwest,50.71742941997353,1218,12,small population,low deaths,low cases
1756,West Baton Rouge,Louisiana,25860,12863,12997,36.2,South,50.25908739365816,9577,93,small population,low deaths,low cases
1757,West Carroll,Louisiana,11180,5704,5476,39.8,South,48.98032200357782,4829,77,small population,low deaths,low cases
1758,West Feliciana,Louisiana,15377,9802,5575,40.6,South,36.25544644599076,3339,51,small population,low deaths,low cases
1759,Westchester,New York,968815,468898,499917,40.8,Northeast,51.60087323173155,335744,2992,small population,medium deaths,medium cases
1760,Westmoreland,Pennsylvania,354751,173251,181500,46.8,Northeast,51.16264647597893,4326,60,small population,low deaths,low cases
1761,Weston,Wyoming,7100,3768,3332,42.9,West,46.92957746478873,1903,23,small population,low deaths,low cases
1762,Wetzel,West Virginia,15614,7586,8028,45.9,South,51.41539643909312,5440,97,small population,low deaths,low cases
1763,Wexford,Michigan,33111,16567,16544,41.8,Midwest,49.96526833982664,8652,128,small population,low deaths,low cases
1764,Wharton,Texas,41551,20395,21156,37.2,South,50.91574210006979,11542,228,small population,low deaths,low cases
1765,Whatcom,Washington,216812,107228,109584,37.0,West,50.54332786008155,49150,374,small population,low deaths,low cases
1766,Wheatland,Montana,2149,1079,1070,40.4,West,49.79060027919962,459,14,small population,low deaths,low cases
1767,Wheeler,Georgia,7939,5007,2932,38.2,South,36.93160347650838,1350,25,small population,low deaths,low cases
1768,White,Arkansas,78804,38751,40053,36.6,South,50.82610019795949,9844,145,small population,low deaths,low cases
1769,White Pine,Nevada,9737,5704,4033,39.2,West,41.419328335216186,1774,26,small population,low deaths,low cases
1770,Whiteside,Illinois,56396,27799,28597,43.2,Midwest,50.70749698560182,19377,244,small population,low deaths,low cases
1771,Whitfield,Georgia,103849,51525,52324,36.0,South,50.38469316026153,39146,492,small population,low deaths,low cases
1772,Whitley,Indiana,33649,16702,16947,40.8,Midwest,50.36405242354899,17126,234,small population,low deaths,low cases
1773,Whitman,Washington,48593,24749,23844,24.6,West,49.06879591710741,10093,102,small population,low deaths,low cases
1774,Wibaux,Montana,1175,561,614,46.0,West,52.255319148936174,245,8,small population,low deaths,low cases
1775,Wichita,Kansas,2143,1019,1124,45.0,Midwest,52.44983667755483,41169,747,small population,low deaths,low cases
1776,Wicomico,Maryland,102172,48535,53637,35.8,South,52.496770152292214,24783,364,small population,low deaths,low cases
1777,Wilbarger,Texas,12906,6347,6559,37.8,South,50.82132341546568,4233,91,small population,low deaths,low cases
1778,Wilcox,Alabama,10809,5134,5675,40.8,South,52.5025441761495,2409,73,small population,low deaths,low cases
1779,Wilkes,Georgia,9884,4770,5114,46.1,South,51.74018615944962,22944,308,small population,low deaths,low cases
1780,Wilkin,Minnesota,6343,3215,3128,44.4,Midwest,49.31420463503075,1940,25,small population,low deaths,low cases
1781,Wilkinson,Georgia,9078,4349,4729,41.8,South,52.09297202026878,1942,47,small population,low deaths,low cases
1782,Will,Illinois,688697,341816,346881,37.6,Midwest,50.36772339650093,215354,1687,small population,medium deaths,medium cases
1783,Willacy,Texas,21754,11681,10073,33.6,South,46.3041279764641,8750,137,small population,low deaths,low cases
1784,Williams,North Dakota,34061,18751,15310,31.5,Midwest,44.948768386130766,11787,175,small population,low deaths,low cases
1785,Williamsburg,South Carolina,31794,15307,16487,42.1,South,51.85569604327861,2312,25,small population,low deaths,low cases
1786,Williamson,Illinois,67299,33607,33692,40.9,Midwest,50.06315101264506,169838,938,small population,low deaths,medium cases
1787,Wilson,Kansas,8780,4318,4462,43.9,Midwest,50.820045558086555,12815,167,small population,low deaths,low cases
1788,Winchester,Virginia,27789,13573,14216,37.3,South,51.15693259922991,8149,101,small population,low deaths,low cases
1789,Windham,Connecticut,116538,57560,58978,41.3,Northeast,50.60838524773036,8915,53,small population,low deaths,low cases
1790,Windsor,Vermont,55427,27052,28375,47.7,Northeast,51.19346167030509,11724,68,small population,low deaths,low cases
1791,Winkler,Texas,7802,3977,3825,32.5,South,49.02589079723148,2218,36,small population,low deaths,low cases
1792,Winn,Louisiana,14494,7733,6761,40.8,South,46.64688836760039,5542,73,small population,low deaths,low cases
1793,Winnebago,Illinois,286174,139748,146426,39.6,Midwest,51.166772662785576,63673,416,small population,low deaths,low cases
1794,Winneshiek,Iowa,20401,10156,10245,41.3,Midwest,50.218126562423414,4484,55,small population,low deaths,low cases
1795,Winona,Minnesota,50847,25191,25656,34.8,Midwest,50.45725411528704,15811,83,small population,low deaths,low cases
1796,Winston,Alabama,23875,11840,12035,44.9,South,50.40837696335079,6712,104,small population,low deaths,low cases
1797,Wirt,West Virginia,5797,2922,2875,44.7,South,49.59461790581335,1739,28,small population,low deaths,low cases
1798,Wise,Texas,64639,32424,32215,38.4,South,49.83833289500147,13902,236,small population,low deaths,low cases
1799,Wolfe,Kentucky,7223,3596,3627,41.6,South,50.21459227467812,3554,30,small population,low deaths,low cases
1800,Wood,Ohio,129936,63995,65941,34.8,Midwest,50.748830193325944,26909,267,small population,low deaths,low cases
1801,Woodbury,Iowa,102398,50496,51902,35.7,Midwest,50.68653684642278,33014,357,small population,low deaths,low cases
1802,Woodford,Illinois,38817,19343,19474,40.0,Midwest,50.16874050029626,9476,60,small population,low deaths,low cases
1803,Woodruff,Arkansas,6660,3051,3609,45.6,South,54.18918918918919,2268,33,small population,low deaths,low cases
1804,Woods,Oklahoma,9127,4924,4203,33.9,South,46.05018078229429,2718,46,small population,low deaths,low cases
1805,Woodson,Kansas,3170,1583,1587,48.3,Midwest,50.063091482649845,1035,17,small population,low deaths,low cases
1806,Woodward,Oklahoma,20967,11122,9845,36.3,South,46.95473839843564,6160,87,small population,low deaths,low cases
1807,Worcester,Maryland,51564,25283,26281,50.1,South,50.967729423628896,239449,3028,small population,medium deaths,medium cases
1808,Worth,Georgia,20656,10040,10616,41.1,South,51.39426800929512,559,5,small population,low deaths,low cases
1809,Wrangell,Alaska,2484,1302,1182,49.5,West,47.58454106280193,781,2,small population,low deaths,low cases
1810,Wright,Iowa,12804,6383,6421,43.4,Midwest,50.14839112777258,4574,95,small population,low deaths,low cases
1811,Wyandot,Ohio,22107,10923,11184,42.1,Midwest,50.59031076129733,6624,111,small population,low deaths,low cases
1812,Wyandotte,Kansas,164345,81294,83051,33.7,Midwest,50.534546228969546,54410,526,small population,low deaths,low cases
1813,Wyoming,New York,40565,21734,18831,41.9,Northeast,46.42179218538149,9660,135,small population,low deaths,low cases
1814,Wythe,Virginia,28940,14112,14828,44.9,South,51.23704215618521,9657,173,small population,low deaths,low cases
1815,Yadkin,North Carolina,37665,18666,18999,44.1,South,50.44205495818399,15087,144,small population,low deaths,low cases
1816,Yakima,Washington,249325,124900,124425,32.8,West,49.904742805575054,83554,858,small population,low deaths,low cases
1817,Yakutat,Alaska,689,369,320,36.4,West,46.44412191582003,975,5,small population,low deaths,low cases
1818,Yalobusha,Mississippi,12421,6085,6336,42.6,South,51.01038563722727,4824,63,small population,low deaths,low cases
1819,Yamhill,Oregon,103820,51894,51926,38.1,West,50.015411288769016,22817,269,small population,low deaths,low cases
1820,Yancey,North Carolina,17667,8648,9019,47.4,South,51.04998018905304,6329,70,small population,low deaths,low cases
1821,Yankton,South Dakota,22717,11705,11012,41.8,Midwest,48.47471056917727,6947,64,small population,low deaths,low cases
1822,Yates,New York,25009,11999,13010,41.3,Northeast,52.021272341956895,4455,43,small population,low deaths,low cases
1823,Yavapai,Arizona,224645,109795,114850,52.9,West,51.12510850452937,59992,1383,small population,medium deaths,low cases
1824,Yazoo,Mississippi,27974,15543,12431,35.7,South,44.43769214270394,9985,116,small population,low deaths,low cases
1825,Yell,Arkansas,21573,10782,10791,39.3,South,50.02085940759282,7590,118,small population,low deaths,low cases
1826,Yellow Medicine,Minnesota,9868,5056,4812,42.3,Midwest,48.763680583704904,3117,31,small population,low deaths,low cases
1827,Yellowstone,Montana,157816,77773,80043,38.2,West,50.719191970395904,51037,604,small population,low deaths,low cases
1828,Yoakum,Texas,8571,4438,4133,31.2,South,48.22074437055186,1645,43,small population,low deaths,low cases
1829,Yolo,California,214977,104375,110602,31.0,West,51.44829446871061,54769,439,small population,low deaths,low cases
1830,York,Maine,203102,99029,104073,44.9,Northeast,51.24174060324369,13771,136,small population,low deaths,low cases
